,si_no,head,date,time,place,complainant_vehicle,opposite_vehicle,male_injury,female_injury,male_fatal,female_fatal,total_cases,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,male _fatal,...23,...24,...25
763,51,Injury,28-05-2018 00:00,10,"Jarugu
",Two Wheeler,Two Wheeler,1,0,0,0,1,50,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,42,Injury,04-05-2018 00:00,7.3,"Palayampudhur
",Two Wheeler,Two Wheeler,1,0,0,0,1,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,61,Injury,04-07-2018 00:00,10.2,police quarters,Two Wheeler,Car,2,NA,NA,NA,2,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,52,Injury,31-05-2018 00:00,9.3,police quarters,Self fall,Van,2,0,0,0,2,23,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,NA,Injury,11-12-2018 00:00,19.3,"Raja lakshmi petrol bunk
",Pedestrian,Two wheeler,1,NA,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,NA,Injury,05-12-2018 00:00,17,Manickampudhur,Bus,Van,1,NA,NA,NA,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,10,Injury,24-01-2018 00:00,15.5,"Rajalakshmi Petrol Bunk
",Pedestrion,Lorry,0,1,0,0,0,0,48,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,62,Fatal,09-07-2018 00:00,15,"Rajalakshmi Petrol Bunk
",Pedestrion,Lorry,NA,NA,NA,1,0,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,70,Injury,06-08-2018 00:00,12,"Rajendran Poultry farm
",Two Wheeler,Bus,2,NA,NA,NA,2,45,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,65,Injury,12-07-2018 00:00,8,Kaligoundenkottai,Two Wheeler,Van,1,NA,NA,NA,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,47,Injury,20-05-2018 00:00,18.3,"Sani Sandai
",Cyclist,Car,1,0,0,0,1,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,54,Injury,11-06-2018 00:00,22,"Sarvesh in hotel
",Two Wheeler,Lorry,2,0,0,0,2,40,55,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,34,Injury,28-03-2018 00:00,19.45,SK Pudhur,Two Wheeler,Two Wheeler,1,NA,0,0,1,47,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,NA,Injury,04-09-2018 00:00,6.4,Sowlur bus stop,Two Wheeler,Car,1,NA,NA,NA,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,NA,Injury,09-12-2018 00:00,16.3,"Thombarakampatti

",Two Wheeler,Unknown Car,2,NA,NA,NA,2,44,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,NA,Injury,30-09-2018 00:00,18.3,"Toll plaza
",Two Wheeler,Car,1,NA,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,12,Injury,26-01-2018 00:00,10.3,Check post,Two Wheeler,Lorry,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,64,Fatal,11-07-2018 00:00,23,Check post,Car,One Parking Lorry,2,1,1,NA,2,58,11,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,9,Injury,22-01-2018 00:00,10.3,"Kanavai bridge
",Two Wheeler,Van,1,0,0,0,1,51,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,66,Injury,13-07-2018 00:00,4.4,"Thoppur quarters
",Lorry,Lorry,1,NA,NA,NA,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,36,Injury,09-04-2018 00:00,1,"Thoppur Toll Plaza
",Self fall,Lorry,2,0,0,0,2,42,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,13,Injury,28-01-2018 00:00,20.5,"Thoppur Toll Plaza
",Lorry,Lorry,1,0,0,0,1,40,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,NA,Injury,13-11-2018 00:00,11.45,"Thoppur Toll Plaza
",Lorry,Car,1,NA,NA,NA,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,NA,Fatal,12-10-2018 00:00,20.3,Vellakkal,Self fall,Van,NA,NA,1,NA,0,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,29,Injury,14-03-2018 00:00,19.3,Vellakkal,Two Wheeler,Lorry,1,0,0,0,1,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,56,Injury,15-06-2018 00:00,11.15,Vellakkal,Two Wheeler,Car,1,0,0,0,1,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,25,Injury,26-02-2018 00:00,18,Vellakkal,Two Wheeler,Two Wheeler,1,0,0,0,1,59,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,20,Injury,16-02-2018 00:00,18.3,Vellakkal,Pedestrion,Bus,0,1,0,0,0,0,37,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,46,Injury,14-05-2018 00:00,13.3,Vellakkal,Two Wheeler,Car,1,0,0,0,1,31,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,17,Injury,08-02-2018 00:00,8.3,Jarugu,Two Wheeler,Two Wheeler,1,0,0,0,1,70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,NA,Fatal,13-11-2018 00:00,11.3,"Toll plaza
",Two Wheeler,Two wheeler,NA,NA,1,NA,0,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,72,Injury,15-08-2018 00:00,19,Gengalapuram,Cyclist,Two Wheeler,1,NA,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,74,RA,21-08-2018 00:00,20,Anjaneyar temple,Self fall,Lorry,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,58,Injury,22-06-2018 00:00,1.5,Anjaneyar temple,Two Wheeler,Unknown Vechile,1,NA,NA,NA,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,15,Injury,03-02-2018 00:00,13.45,Anjaneyar temple,Auto,Lorry,2,0,0,0,2,38,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,45,Injury,14-05-2018 00:00,13.3,Kurinchi Nagar,Pedestrion,Lorry,1,0,0,0,1,48,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,NA,Fatal,27-09-2018 00:00,16.5,"Police Quarters
",Two Wheeler,unknown vehicle,NA,NA,2,NA,0,NA,NA,48,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,73,Injury,22-08-2018 00:00,23.5,Rajalakshmi Petrol bunk,Car,Lorry,1,NA,NA,NA,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,4,Injury,05-01-2018 00:00,19,Lakshminarayana PolyTechnic Collage,Pedestrion,Bus,0,1,0,0,0,NA,38,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,2,Injury,01-01-2018 00:00,1,Anjaneyar temple,Pedestrion,Lorry,2,0,0,0,2,19,25,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,42,Injury,07-06-2019 00:00,21.45,Adaiyar Anantha Bhavan hotel near,Two Wheeler,NA,1,NA,NA,NA,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,12,Injury,14-02-2019 00:00,15,Alamarathukottai,Two Wheeler,Two Wheeler,2,NA,NA,NA,0,36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,22,Injury,08-04-2019 00:00,13,Amman Bakery,Two Wheeler,Car,1,1,NA,NA,0,47,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,8,Fatal,08-05-2019 00:00,11.45,Anjaneyar,Pedestrian,Lorry,NA,NA,1,NA,1,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,10,Injury,21-02-2019 00:00,13.15,Anjaneyar,Lorry,Lorry,1,NA,NA,NA,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,88,Fatal,14-03-2019 00:00,13,Anjaneyar,Self Fall,Lorry,NA,NA,1,NA,1,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,31,Injury,11-05-2019 00:00,6,Anjaneyar,Self Fall,Lorry,1,NA,NA,NA,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,86,Injury,28-10-2019 00:00,18.3,Bagalahalli Ravi Rice mill,Pedestrian,Two Wheeler,1,NA,NA,NA,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,16,Injury,12-03-2019 00:00,17,"
Thombarakampatti to
Thathanaickanpatti",Two Wheeler,Two Wheeler,1,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,39,Fatal,04-09-2019 00:00,15.3,Boorikkal Bus Stop,Two Wheeler,Lorry,NA,NA,1,NA,1,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,28,Injury,04-05-2019 00:00,13,"Anjaneyar
",Lorry,Car,1,NA,NA,NA,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,91,Injury,25-11-2019 00:00,17.5,Dhandukkarampatti,Two Wheeler,Unknown Vechile,1,NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,47,Injury,23-06-2019 00:00,7.3,Dhandukkarampatti,Two Wheeler,Two Wheeler,2,2,NA,NA,0,7,28,5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,70,Fatal,28-12-2019 00:00,20,Dharmapuri to Salem,Pedestrian,Car,NA,NA,1,NA,1,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,34,Injury,21-05-2019 00:00,6,Ealukuli,Two Wheeler,Van,1,NA,NA,NA,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,63,Injury,25-08-2019 00:00,18.3,Easalpatti one Raj land,Two Wheeler,Two Wheeler,1,NA,NA,NA,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,1,Injury,01-01-2019 00:00,8,"Elagiri Graveyard Curve,   Elagiri to Nallampalli road
",Two Wheeler,Bus,2,NA,NA,NA,0,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,45,Injury,13-06-2019 00:00,15.3,Ellukukli,Two Wheeler,Car,1,NA,NA,NA,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,33,Injury,15-05-2019 00:00,11.3,Essar Petrol Bunk,Pedestrian,Van,NA,1,NA,NA,0,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,82,Fatal,16-02-2019 00:00,0.15,Gengalapuram,Pedestrian,Unknown Vechile,NA,NA,1,NA,1,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,27,Injury,28-04-2019 00:00,2.15,Kattimadu Forest office near,Lorry,Lorry,1,NA,NA,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,3,Injury,09-01-2019 00:00,1,Adaiyar Anantha Bhavan hotel near,Pedestrian,Unknown Vechile,1,NA,NA,NA,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,78,Injury,27-09-2019 00:00,18,Jarugu,Pedestrian,Two Wheeler,1,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,58,Injury,13-08-2019 00:00,15,Jarugu,Two Wheeler,Van,1,NA,NA,NA,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,84,Injury,08-10-2019 00:00,8.1,Kadandikuttai,Two Wheeler,Van,1,NA,NA,NA,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,57,Injury,03-08-2019 00:00,7.15,Kattamadu Jn,Two Wheeler,Tractor,1,NA,NA,NA,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,93,Injury,04-12-2019 00:00,5.45,Kattamadu Jn,Two Wheeler,Car,1,NA,NA,NA,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,6,Injury,17-01-2019 00:00,15.3,Kattamadu Jn,Passenger,Van,2,NA,NA,NA,0,50,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,49,Injury,03-07-2019 00:00,4.3,Krunchi Nagar,Lorry,Lorry,1,NA,NA,NA,0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,44,Injury,08-06-2019 00:00,0.3,Krunchi Nagar,Passenger,Van,1,NA,NA,NA,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,59,Injury,15-08-2019 00:00,8.45,Krunchi Nagar,Pedestrian,Car,NA,1,NA,NA,0,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,71,Fatal,11-01-2019 00:00,11.5,Anjaneyar,Pedestrian,Lorry,NA,NA,2,NA,2,NA,NA,48,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,2,Injury,31-12-2019 00:00,16.45,Anjaneyar,Car,Lorry,1,1,NA,NA,0,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,11,Fatal,30-05-2019 00:00,3,Thoppur Check post,Self Fall,Lorry,NA,NA,1,NA,1,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,5,Fatal,11-04-2019 00:00,11.5,"Vellakkal

",Two Wheeler,Unknown Vechile,NA,NA,1,NA,1,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,4,Injury,10-01-2019 00:00,3,"Vellakkal

",Tractor,Van,1,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,24,Injury,13-04-2019 00:00,6.3,"Vellakkal

",Two Wheeler,Car,1,1,NA,NA,0,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,54,Injury,14-07-2019 00:00,20.3,Om Sakthi Nagar,Two Wheeler,Car,1,NA,NA,NA,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,51,Injury,05-07-2019 00:00,9.45,Oochimaram Bus stop,Two Wheeler,Bus,1,NA,NA,NA,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,30,Injury,10-05-2019 00:00,15.25,"Opp. of A to Z Hotel,",Two Wheeler,Car,1,NA,NA,NA,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,81,Fatal,09-02-2019 00:00,19.1,Pagalpatti JN,Pedestrian,Two Wheeler,NA,NA,1,NA,1,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,19,Fatal,25-07-2019 00:00,15.3,Pagalahalli,Pedestrian,Car,NA,NA,1,NA,1,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,14,Grives,23-02-2019 00:00,20,"Palanisamy’s agricultural land,
Thasankottai,
Jarugu to Samichettipatti",Two Wheeler,Two Wheeler,1,NA,NA,NA,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,35,Injury,18-05-2019 00:00,20.3,Palayampudhur,Two Wheeler,Two Wheeler,NA,1,NA,NA,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,72,Injury,16-09-2019 00:00,5.3,Palayampudhur,Pedestrian,Unknown Vechile,1,NA,NA,NA,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,36,Injury,25-05-2019 00:00,7.3,Palayampudhur,Pedestrian,Two Wheeler,1,NA,NA,NA,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,89,Injury,02-11-2019 00:00,9,Paraiyampallm Near,Pedestrian,Two Wheeler,1,NA,NA,NA,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,26,Injury,18-04-2019 00:00,2.45,Thoppur Check post,Passenger,Van,4,NA,NA,NA,0,30,10,25,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,18,Injury,30-03-2019 00:00,6.3,"Rajalakshmi Petrol bunk,
Thoppur,
Dharmapuri to Salem road,
",Lorry,Lorry,1,NA,NA,NA,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,56,Fatal,26-10-2019 00:00,18.3,Sanisandai Bus Stop,Pedestrian,Car,NA,NA,1,NA,1,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,43,Injury,08-06-2019 00:00,18,Sanisandai Bus Stop,Pedestrian,Two Wheeler,1,NA,NA,NA,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,46,Injury,17-06-2019 00:00,15.5,Savulur,Pedestrian,Two Wheeler,1,NA,NA,NA,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,77,Injury,27-09-2019 00:00,9,Savulur,Two Wheeler,Two Wheeler,1,NA,NA,NA,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,92,Injury,26-11-2019 00:00,3.45,Savuluppatti Essar Petrol Bunk,Two Wheeler,Lorry,1,NA,NA,NA,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,9,Injury,18-02-2019 00:00,19.3,Savulur,Pedestrian,Two Wheeler,1,NA,NA,NA,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,15,Injury,04-03-2019 00:00,18.15,"Sesampatti Junction.
Dharmapuri to Salem road
",Auto,Unknown Vechile,1,1,NA,NA,0,54,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,66,Injury,07-08-2019 00:00,21,Thomarakampatti,Two Wheeler,Lorry,1,NA,NA,NA,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,87,Injury,02-11-2019 00:00,16.2,Thombarakampatti,Two Wheeler,Car,1,NA,NA,NA,0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,13,Fatal,06-06-2019 00:00,8.15,Thoppaiyaru Dam,Two Wheeler,Two Wheeler,NA,NA,1,NA,1,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,95,Injury,23-12-2019 00:00,10,Thoppue Jn Madhiyan Hotel near,Two Wheeler,Lorry,1,NA,NA,NA,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,37,Injury,28-05-2019 00:00,5.4,Toll plaza,Car,Lorry,3,1,NA,NA,0,54,43,10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,20,Fatal,29-07-2019 00:00,8,Anjaneyar,Lorry,Van,4,NA,1,NA,1,28,40,32,37,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
865,41,Injury,04-06-2019 00:00,23.3,Anjaneyar,Self Fall,Lorry,1,NA,NA,NA,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,48,Injury,22-06-2019 00:00,12.5,Anjaneyar,Self Fall,Lorry,1,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867,52,Injury,14-07-2019 00:00,13.3,Anjaneyar,Bus,Lorry,2,NA,NA,NA,0,54,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,38,Injury,28-05-2019 00:00,23.45,Anjaneyar,Lorry,Lorry,1,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,60,Fatal,25-11-2019 00:00,17,Anjaneyar,Car,Lorry,1,NA,NA,3,3,39,NA,NA,46,58,70,NA,NA,NA,NA,NA,NA,NA,NA
870,61,Injury,16-08-2019 00:00,1.15,Anjaneyar,Lorry,Lorry,1,NA,NA,NA,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,62,Injury,16-08-2019 00:00,1.25,Anjaneyar,Self Fall,Lorry,1,NA,NA,NA,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,74,Injury,20-09-2019 00:00,9,Anjaneyar,Lorry,Lorry,1,NA,NA,NA,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,90,Injury,14-11-2019 00:00,16,Anjaneyar,Two Wheeler,Lorry,1,NA,NA,NA,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,85,Injury,17-10-2019 00:00,16.5,Thoppur Check post,Two Wheeler,Van,1,NA,NA,NA,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,64,Fatal,17-12-2019 00:00,20.45,Thoppur Ghat Section,Unknown Four Wheeler,Lorry,NA,NA,2,NA,2,NA,NA,19,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,69,Fatal,25-12-2019 00:00,12.3,Thoppur Ghat Section,Two Wheeler,Lorry,NA,NA,1,NA,1,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,76,Injury,25-09-2019 00:00,10,Thoppur Ghat Section,Pedestrian,Unknown Vechile,1,NA,NA,NA,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,80,Injury,29-09-2019 00:00,19,Thoppur Muniyappan kovil near,Pedestrian,Two Wheeler,1,NA,NA,NA,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,65,Injury,08-08-2019 00:00,9,Thoppur Near,Self Fall,Car,1,1,NA,NA,0,29,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,40,Injury,03-05-2019 00:00,11,Thoppur Petrol Bunk,Lorry,Lorry,1,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,23,Fatal,30-07-2019 00:00,6.2,Thoppur Police Quarters,Bus,Lorry,1,NA,1,NA,1,23,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,29,Injury,09-05-2019 00:00,11.45,Thoppur Police Quarters,Lorry,Car,4,NA,NA,NA,0,43,45,51,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,75,Injury,23-09-2019 00:00,1,Thoppur Police Quarters,Self Fall,Car,NA,1,NA,NA,0,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,55,Fatal,12-10-2019 00:00,7.3,Thoppur Rajalakshmi  petrol bunk,Two Wheeler,Bus,NA,NA,1,NA,1,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,94,Injury,18-12-2019 00:00,8.3,Thoppur Rajalakshmi  petrol bunk,Bus,Lorry,1,3,NA,NA,0,74,19,20,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,73,Fatal,23-01-2019 00:00,11,Toll plaza,Self Fall,Two Wheeler,NA,NA,1,NA,1,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,67,Injury,01-09-2019 00:00,6.2,Toll plaza,Pedestrian,Car,1,NA,NA,NA,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,68,Injury,31-08-2019 00:00,19.45,Toll plaza,Two Wheeler,Car,1,NA,NA,NA,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,17,Injury,20-03-2019 00:00,6,Toll plaza,Two Wheeler,Lorry,1,NA,NA,NA,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,7,Injury,23-01-2019 00:00,12,Toll plaza,Tractor,Car,1,NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,32,Injury,13-05-2019 00:00,13.25,Toll plaza,Two Wheeler,Car,NA,1,NA,NA,0,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,96,Fatal,04-04-2019 00:00,18.3,Toll plaza,Two Wheeler,Lorry,NA,NA,1,NA,1,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,25,Fatal,05-08-2019 00:00,0.1,Vellakkal,Pedestrian,Two Wheeler,1,NA,NA,2,2,50,NA,NA,47,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,50,Injury,02-07-2019 00:00,15.3,Vellakkal,Two Wheeler,Car,1,NA,NA,NA,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,83,Injury,05-10-2019 00:00,19.15,Vellakkal,Pedestrian,Car,1,NA,NA,NA,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,53,Fatal,05-10-2019 00:00,23.3,Vellakkal,Pedestrian,Unknown Vechile,NA,NA,1,NA,1,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,79,Fatal,01-02-2019 00:00,9,Vellakkal,Two Wheeler,Bus,NA,NA,1,NA,1,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,21,Injury,06-04-2019 00:00,21,"Water Tank,
Mel Kottavur, Gengalapuram to Elagiri 
",Two Wheeler,Two Wheeler,1,NA,NA,NA,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,7,Injury,22-01-2020 00:00,20.55,Anjaneyar,Lorry,Lorry,2,NA,NA,NA,0,27,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,8,Injury,27-01-2020 00:00,23.3,Anjaneyar,Car,Lorry,2,NA,NA,NA,0,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,11,Injury,12-02-2020 00:00,7.45,Anjaneyar,Lorry,Lorry,1,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,23,Injury,02-05-2020 00:00,7.3,Anjaneyar,Self Fall,Lorry,1,NA,NA,NA,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,27,Injury,20-05-2020 00:00,7.3,Anjaneyar,Lorry,Lorry,1,NA,NA,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
